"line","text","magazine","month","year"
4,"a black teen’s murder that still haunts that still haunts america","Esquire",11,2016
5,"things that make her go mmmm… the shoes the watches the ride and the sweater she’ll want to steal","Esquire",11,2016
1,"buy this magazine or we will crush your damn phone!","Esquire",12,2016
2,"michael fassbender tees off!","Esquire",12,2016
3,"cloak and hacker now russia’s digital spies are planning to invade america","Esquire",12,2016
4,"the other penn state why is football the sport of sex predators?","Esquire",12,2016
5,"show me a straightforward path in life it can be very simple but it can get very complicated - michael fassbender","Esquire",12,2016
6,"plus our mavericks of style 2016 22 guys who look great breaking all the rules","Esquire",12,2016
1,"buy this magazine or we will crush your damn phone!","Esquire",1,2017
2,"michael fassbender tees off!","Esquire",1,2017
3,"cloak and hacker now russia’s digital spies are planning to invade america","Esquire",1,2017
4,"the other penn state why is football the sport of sex predators?","Esquire",1,2017
5,"show me a straightforward path in life it can be very simple but it can get very complicated - michael fassbender","Esquire",1,2017
6,"plus our mavericks of style 2016 22 guys who look great breaking all the rules","Esquire",1,2017
1,"quit staring at your screen and binge-read this!","Esquire",2,2017
2,"exclusive trump bump why james comey gambled his future","Esquire",2,2017
3,"the tale of the 140 million sex tape","Esquire",2,2017
4,"the well-dressed rebel pharrell a new project takes him where no man has gone before","Esquire",2,2017
5,"silicon valleys new performance drug? lsd","Esquire",2,2017
6,"27 of the sickest things to see and eat in 2017","Esquire",2,2017
1,"a hot sex guide to… the novel!?!","Esquire",3,2017
2,"the mysterious death rocking the marine corps","Esquire",3,2017
3,"chefs on the left skewer dc’s best new restaurant ","Esquire",3,2017
4,"do you have the guys to read about america’s first penis transplant?","Esquire",3,2017
5,"king of the night","Esquire",3,2017
6,"james corden eats the competition plus 25 other mavericks upending hollywood","Esquire",3,2017
7,"bigger badder bolder yeah we’re talking about the size and look of the new esquire and our spring style blowout","Esquire",3,2017
1,"the ratajkowski affect ","Esquire",4,2017
2,"gorgeous women dating average guys could you be next? an esky investigation","Esquire",4,2017
3,"black cops versus black radicals: a secret history","Esquire",4,2017
4,"style nightmare we actually did it! we dressed like the donald","Esquire",4,2017
5,"captain america takes on alt-america chris evans is ready for a fight","Esquire",4,2017
6,"space balls why would jeff bezos want to own an asteroid","Esquire",4,2017
1,"the evil genius who wired trumps brain","Esquire",5,2017
2,"why its ok to like pat buchanan","Esquire",5,2017
3,"drink it dirty a quaffable guide to the natural wine explosion","Esquire",5,2017
4,"javier bardem brings the heat","Esquire",5,2017
5,"plus bono talks about his man crush","Esquire",5,2017
6,"how poker can save your life","Esquire",5,2017
7,"justin theroux the rebel style of a hollywood screenwriter","Esquire",5,2017
1,"game of thrones kit harington gets ready for his next fight","Esquire",6,2017
2,"the hunt for putins spies in DC: poisoned caviar anyone?","Esquire",6,2017
3,"the best bars in america served with a twist of course","Esquire",6,2017
4,"what you be grilled while you're chilling","Esquire",6,2017
5,"why no one likes to be criticized","Esquire",6,2017
6,"jay z a lesson in how to become an american legend","Esquire",6,2017
7,"bad sex a hilarious tale of infidelity","Esquire",6,2017
8,"made by hand","Esquire",6,2017
1,"game of thrones kit harington gets ready for his next fight","Esquire",7,2017
2,"the hunt for putins spies in DC: poisoned caviar anyone?","Esquire",7,2017
3,"the best bars in america served with a twist of course","Esquire",7,2017
4,"what you be grilled while you're chilling","Esquire",7,2017
5,"why no one likes to be criticized","Esquire",7,2017
6,"jay z a lesson in how to become an american legend","Esquire",7,2017
7,"bad sex a hilarious tale of infidelity","Esquire",7,2017
8,"made by hand","Esquire",7,2017
1,"is idris elba the next james bond? in these pages he sure is","Esquire",8,2017
2,"why bill maher wont stop until hes fired","Esquire",8,2017
3,"the running dead a marathon so ultra almost no one survives","Esquire",8,2017
4,"the women the marine corps tried to leave behind","Esquire",8,2017
5,"you're a grown man you know how to dress! but you should still check out this sick swag","Esquire",8,2017
6,"the women the marine corps tried to leave behind","Esquire",8,2017
7,"110 percent unfake news","Esquire",8,2017
1,"Exclusive the secrets of aaron hernandez left behind","Esquire",9,2017
2,"esky's 2017 mavericks of style ten men and one woman who simply blew it away","Esquire",9,2017
3,"josh brolin the demons he beat to become hollywood's go-to hellraiser","Esquire",9,2017
4,"james patterson, rich writer on money","Esquire",9,2017
5,"karl ove knausgaard literary darling on being down and out","Esquire",9,2017
6,"inside kim jong un's bloody scramble to kill off his family","Esquire",9,2017
7,"hos to service in the peak age of bullshit","Esquire",9,2017
8,"genius advice you need","Esquire",9,2017
9,"yada yada yada the return of cartoons","Esquire",9,2017
1,"classic cool at any age starring robert redford","Esquire",10,2017
2,"the icon interview","Esquire",10,2017
3,"youve got to make the most of the list its all about taking risks","Esquire",10,2017
4,"special portfolio a century of style ten decades of legends","Esquire",10,2017
